t	u	lambda	p	e
17.75	0.10132	-111.96	6.5925	1.9077
17.76	0.10118	-111.54	6.5925	1.9077
17.77	0.10103	-111.12	6.6804	1.9077
17.78	0.10088	-110.71	6.6804	1.9077
17.79	0.10073	-110.29	6.7683	1.9077
17.8	0.10058	-109.88	6.7683	1.9077
17.81	0.10043	-109.47	6.8562	1.9077
17.82	0.10028	-109.05	6.8562	1.9077
17.83	0.10013	-108.64	6.9441	1.9077
17.84	0.099982	-108.23	6.9441	1.9077
17.85	0.099832	-107.82	7.032	1.9077
17.86	0.099683	-107.41	7.032	1.9077
17.87	0.099534	-107	7.1199	1.9077
17.88	0.099385	-106.59	7.1199	1.9077
17.89	0.099236	-106.18	7.2078	1.7988
17.9	0.099086	-105.77	7.2078	1.7988
17.91	0.098937	-105.37	7.2957	1.7988
17.92	0.098788	-104.96	7.2957	1.7988
17.93	0.098639	-104.55	7.2957	1.7988
17.94	0.098489	-104.14	7.3836	1.7988
17.95	0.09834	-103.73	7.3836	1.7988
17.96	0.098191	-103.33	7.4715	1.7988
17.97	0.098042	-102.92	7.4715	1.7988
17.98	0.097893	-102.52	7.4715	1.7988
17.99	0.097743	-102.12	7.5594	1.7988
18	0.097594	-101.71	7.5594	1.7988
18.01	0.097428	-101.31	7.5594	1.7988
18.02	0.097261	-100.91	7.5594	1.7988
18.03	0.097095	-100.51	7.6473	1.7988
18.04	0.096929	-100.11	7.6473	1.7988
18.05	0.096762	-99.709	7.6473	1.7988
18.06	0.096596	-99.308	7.7352	1.7988
18.07	0.096429	-98.912	7.7352	1.7988
18.08	0.096263	-98.514	7.7352	1.7988
18.09	0.096097	-98.116	7.7352	1.7988
18.1	0.09593	-97.72	7.7352	1.7988
18.11	0.095764	-97.324	7.8231	1.7988
18.12	0.095597	-96.928	7.8231	1.7988
18.13	0.095431	-96.532	7.8231	1.6899
18.14	0.095265	-96.136	7.8231	1.6899
18.15	0.095098	-95.741	7.8231	1.6899
18.16	0.094932	-95.348	7.8231	1.6899
18.17	0.094765	-94.954	7.911	1.6899
18.18	0.094599	-94.564	7.911	1.6899
18.19	0.094433	-94.172	7.911	1.6899
18.2	0.094266	-93.782	7.911	1.6899
18.21	0.0941	-93.39	7.911	1.6899
18.22	0.093933	-93	7.911	1.6899
18.23	0.093767	-92.608	7.911	1.6899
18.24	0.093601	-92.217	7.911	1.6899
18.25	0.093434	-91.828	7.911	1.6899
18.26	0.093217	-91.44	7.911	1.6899
18.27	0.093	-91.053	7.911	1.6899
18.28	0.092783	-90.666	7.8231	1.6899
18.29	0.092566	-90.276	7.8231	1.6899
18.3	0.092349	-89.889	7.8231	1.6899
18.31	0.092132	-89.507	7.8231	1.581
18.32	0.091915	-89.12	7.8231	1.581
18.33	0.091698	-88.736	7.8231	1.581
18.34	0.091481	-88.354	7.8231	1.581
18.35	0.091264	-87.971	7.8231	1.581
18.36	0.091047	-87.586	7.7352	1.581
18.37	0.09083	-87.2	7.7352	1.581
18.38	0.090613	-86.822	7.7352	1.581
18.39	0.090396	-86.44	7.7352	1.581
18.4	0.090179	-86.055	7.7352	1.581
18.41	0.089962	-85.678	7.7352	1.581
18.42	0.089745	-85.296	7.6473	1.581
18.43	0.089528	-84.917	7.6473	1.581
18.44	0.089311	-84.537	7.6473	1.4721
18.45	0.089094	-84.158	7.5594	1.4721
18.46	0.088877	-83.783	7.5594	1.4721
18.47	0.08866	-83.404	7.5594	1.4721
18.48	0.088443	-83.028	7.4715	1.4721
18.49	0.088226	-82.652	7.4715	1.4721
18.5	0.088009	-82.275	7.4715	1.4721
18.51	0.087674	-81.898	7.4715	1.4721
18.52	0.08734	-81.52	7.3836	1.4721
18.53	0.087005	-81.146	7.3836	1.4721
18.54	0.08667	-80.77	7.3836	1.3632
18.55	0.086335	-80.397	7.2957	1.3632
18.56	0.086	-80.026	7.2957	1.3632
18.57	0.085665	-79.652	7.2078	1.3632
18.58	0.08533	-79.28	7.2078	1.3632
18.59	0.084995	-78.905	7.2078	1.3632
18.6	0.08466	-78.533	7.1199	1.3632
18.61	0.084325	-78.162	7.1199	1.2543
18.62	0.08399	-77.791	7.032	1.2543
18.63	0.083655	-77.418	7.032	1.2543
18.64	0.08332	-77.05	7.032	1.2543
18.65	0.082985	-76.681	6.9441	1.2543
18.66	0.08265	-76.312	6.9441	1.2543
18.67	0.082316	-75.944	6.9441	1.2543
18.68	0.081981	-75.571	6.9441	1.2543
18.69	0.081646	-75.203	6.8562	1.2543
18.7	0.081311	-74.839	6.8562	1.1454
18.71	0.080976	-74.469	6.8562	1.1454
18.72	0.080641	-74.102	6.7683	1.1454
18.73	0.080306	-73.739	6.7683	1.1454
18.74	0.079971	-73.374	6.7683	1.1454
18.75	0.079636	-73.009	6.7683	1.1454
18.76	0.079218	-72.647	6.6804	1.1454
18.77	0.0788	-72.282	6.6804	1.1454
18.78	0.078382	-71.915	6.6804	1.0365
18.79	0.077964	-71.55	6.6804	1.0365
18.8	0.077546	-71.191	6.6804	1.0365
18.81	0.077128	-70.828	6.6804	1.0365
18.82	0.07671	-70.467	6.6804	1.0365
18.83	0.076292	-70.105	6.5925	1.0365
18.84	0.075874	-69.748	6.5925	1.0365
18.85	0.075455	-69.386	6.5925	1.0365
18.86	0.075037	-69.025	6.5925	1.0365
18.87	0.074619	-68.667	6.5925	0.9276
18.88	0.074201	-68.304	6.5925	0.9276
18.89	0.073783	-67.943	6.5925	0.9276
18.9	0.073365	-67.585	6.5925	0.9276
18.91	0.072947	-67.227	6.5925	0.9276
18.92	0.072529	-66.872	6.5925	0.9276
18.93	0.072111	-66.514	6.5925	0.9276
18.94	0.071693	-66.156	6.5925	0.9276
18.95	0.071275	-65.8	6.5925	0.9276
18.96	0.070857	-65.442	6.5925	0.9276
18.97	0.070439	-65.086	6.5925	0.8187
18.98	0.070021	-64.728	6.5046	0.8187
18.99	0.069603	-64.377	6.5046	0.8187
19	0.069185	-64.022	6.5046	0.8187
19.01	0.068765	-63.668	6.5046	0.8187
19.02	0.068345	-63.315	6.5046	0.8187
19.03	0.067925	-62.963	6.5046	0.8187
19.04	0.067506	-62.611	6.5046	0.8187
19.05	0.067086	-62.256	6.5046	0.8187
19.06	0.066666	-61.903	6.5046	0.8187
19.07	0.066246	-61.553	6.5046	0.8187
19.08	0.065827	-61.199	6.5046	0.8187
19.09	0.065407	-60.85	6.5046	0.7098
19.1	0.064987	-60.499	6.4167	0.7098
19.11	0.064567	-60.152	6.4167	0.7098
19.12	0.064148	-59.799	6.5046	0.7098
19.13	0.063728	-59.45	6.4167	0.7098
19.14	0.063308	-59.105	6.4167	0.7098
19.15	0.062888	-58.757	6.4167	0.7098
19.16	0.062469	-58.407	6.4167	0.7098
19.17	0.062049	-58.064	6.4167	0.7098
19.18	0.061629	-57.718	6.4167	0.7098
19.19	0.061209	-57.372	6.4167	0.7098
19.2	0.060789	-57.027	6.4167	0.7098
19.21	0.06037	-56.684	6.4167	0.7098
19.22	0.05995	-56.338	6.3288	0.7098
19.23	0.05953	-55.992	6.3288	0.7098
19.24	0.05911	-55.648	6.3288	0.7098
19.25	0.058691	-55.304	6.3288	0.7098
19.26	0.058308	-54.965	6.3288	0.7098
19.27	0.057926	-54.62	6.3288	0.7098
19.28	0.057544	-54.28	6.3288	0.7098
19.29	0.057162	-53.935	6.3288	0.6009
19.3	0.056779	-53.599	6.2409	0.6009
19.31	0.056397	-53.259	6.2409	0.6009
19.32	0.056015	-52.918	6.2409	0.6009
19.33	0.055632	-52.576	6.2409	0.6009
19.34	0.05525	-52.238	6.2409	0.6009
19.35	0.054868	-51.902	6.2409	0.6009
19.36	0.054486	-51.559	6.153	0.6009
19.37	0.054103	-51.223	6.153	0.6009
19.38	0.053721	-50.889	6.153	0.6009
19.39	0.053339	-50.547	6.153	0.6009
19.4	0.052956	-50.212	6.0651	0.6009
19.41	0.052574	-49.874	6.0651	0.6009
19.42	0.052192	-49.534	6.0651	0.6009
19.43	0.051809	-49.2	6.0651	0.6009
19.44	0.051427	-48.866	6.0651	0.6009
19.45	0.051045	-48.532	5.9772	0.6009
19.46	0.050663	-48.194	5.9772	0.6009
19.47	0.05028	-47.858	5.9772	0.6009
19.48	0.049898	-47.526	5.9772	0.6009
19.49	0.049516	-47.193	5.8893	0.6009
19.5	0.049133	-46.864	5.8893	0.6009
19.51	0.048781	-46.532	5.8893	0.6009
19.52	0.048429	-46.199	5.8014	0.6009
19.53	0.048077	-45.866	5.8014	0.6009
19.54	0.047725	-45.529	5.8014	0.6009
19.55	0.047373	-45.197	5.7135	0.6009
19.56	0.047021	-44.864	5.7135	0.6009
19.57	0.046669	-44.535	5.6256	0.6009
19.58	0.046317	-44.203	5.6256	0.6009
19.59	0.045965	-43.87	5.6256	0.6009
19.6	0.045613	-43.533	5.5377	0.6009
19.61	0.04526	-43.198	5.5377	0.6009
19.62	0.044908	-42.867	5.4498	0.6009
19.63	0.044556	-42.534	5.4498	0.6009
19.64	0.044204	-42.205	5.4498	0.6009
19.65	0.043852	-41.874	5.3619	0.6009
19.66	0.0435	-41.545	5.3619	0.6009
19.67	0.043148	-41.214	5.274	0.6009
19.68	0.042796	-40.885	5.274	0.6009
19.69	0.042444	-40.554	5.274	0.6009
19.7	0.042092	-40.229	5.1861	0.6009
19.71	0.041739	-39.908	5.1861	0.6009
19.72	0.041387	-39.581	5.0982	0.6009
19.73	0.041035	-39.255	5.0982	0.6009
19.74	0.040683	-38.93	5.0982	0.6009
19.75	0.040331	-38.601	5.0103	0.6009
19.76	0.04	-38.281	5.0103	0.6009
19.77	0.039669	-37.954	5.0103	0.6009
19.78	0.039338	-37.629	5.0103	0.6009
19.79	0.039007	-37.303	4.9224	0.6009
19.8	0.038675	-36.981	4.9224	0.6009
19.81	0.038344	-36.658	4.9224	0.6009
19.82	0.038013	-36.331	4.8345	0.6009
19.83	0.037682	-36.008	4.8345	0.6009
19.84	0.037351	-35.687	4.8345	0.6009
19.85	0.03702	-35.361	4.8345	0.6009
19.86	0.036689	-35.04	4.8345	0.6009
19.87	0.036358	-34.72	4.8345	0.6009
19.88	0.036027	-34.394	4.8345	0.6009
19.89	0.035695	-34.072	4.7466	0.6009
19.9	0.035364	-33.753	4.7466	0.6009
19.91	0.035033	-33.427	4.7466	0.6009
19.92	0.034702	-33.109	4.7466	0.6009
19.93	0.034371	-32.788	4.7466	0.6009
19.94	0.03404	-32.469	4.7466	0.6009
19.95	0.033709	-32.147	4.7466	0.6009
19.96	0.033378	-31.828	4.7466	0.6009
19.97	0.033046	-31.509	4.7466	0.6009
19.98	0.032715	-31.184	4.7466	0.6009
19.99	0.032384	-30.867	4.7466	0.6009
20	0.032053	-30.546	4.7466	0.6009
20.01	0.031752	-30.227	4.7466	0.6009
20.02	0.03145	-29.905	4.7466	0.6009
20.03	0.031149	-29.586	4.7466	0.6009
20.04	0.030847	-29.268	4.7466	0.6009
20.05	0.030546	-28.951	4.7466	0.6009
20.06	0.030245	-28.634	4.7466	0.6009
20.07	0.029943	-28.317	4.7466	0.6009
20.08	0.029642	-27.996	4.7466	0.6009
20.09	0.02934	-27.678	4.7466	0.6009
20.1	0.029039	-27.361	4.7466	0.6009
20.11	0.028738	-27.043	4.7466	0.6009
20.12	0.028436	-26.726	4.7466	0.6009
20.13	0.028135	-26.409	4.7466	0.6009
20.14	0.027833	-26.096	4.7466	0.6009
20.15	0.027532	-25.778	4.7466	0.6009
20.16	0.027231	-25.461	4.7466	0.6009
20.17	0.026929	-25.147	4.7466	0.6009
20.18	0.026628	-24.829	4.7466	0.6009
20.19	0.026327	-24.515	4.7466	0.6009
20.2	0.026025	-24.2	4.7466	0.6009
20.21	0.025724	-23.885	4.7466	0.6009
20.22	0.025422	-23.569	4.7466	0.6009
20.23	0.025121	-23.256	4.7466	0.6009
20.24	0.02482	-22.942	4.7466	0.6009
20.25	0.024518	-22.627	4.7466	0.6009
20.26	0.024259	-22.315	4.7466	0.6009
20.27	0.024	-22.001	4.7466	0.6009
20.28	0.023741	-21.687	4.7466	0.6009
20.29	0.023482	-21.375	4.7466	0.6009
20.3	0.023223	-21.061	4.7466	0.6009
20.31	0.022964	-20.749	4.7466	0.6009
20.32	0.022705	-20.436	4.7466	0.6009
20.33	0.022446	-20.121	4.7466	0.6009
20.34	0.022187	-19.809	4.7466	0.6009
20.35	0.021928	-19.499	4.7466	0.492
20.36	0.021669	-19.187	4.7466	0.492
20.37	0.02141	-18.877	4.7466	0.492
20.38	0.021151	-18.564	4.7466	0.492
20.39	0.020892	-18.253	4.7466	0.492
20.4	0.020633	-17.94	4.7466	0.492
20.41	0.020374	-17.628	4.7466	0.492
20.42	0.020115	-17.318	4.7466	0.492
20.43	0.019856	-17.01	4.7466	0.492
20.44	0.019597	-16.698	4.7466	0.492
20.45	0.019338	-16.384	4.7466	0.492
20.46	0.019079	-16.073	4.7466	0.492
20.47	0.01882	-15.763	4.7466	0.492
20.48	0.01856	-15.454	4.7466	0.492
20.49	0.018301	-15.145	4.7466	0.492
20.5	0.018042	-14.837	4.7466	0.492
20.51	0.017828	-14.529	4.7466	0.492
20.52	0.017613	-14.222	4.7466	0.492
20.53	0.017398	-13.911	4.7466	0.492
20.54	0.017184	-13.602	4.7466	0.492
20.55	0.016969	-13.296	4.6587	0.492
20.56	0.016754	-12.986	4.6587	0.492
20.57	0.01654	-12.678	4.6587	0.492
20.58	0.016325	-12.372	4.6587	0.492
20.59	0.01611	-12.063	4.6587	0.492
20.6	0.015896	-11.754	4.6587	0.492
20.61	0.015681	-11.449	4.5708	0.492
20.62	0.015466	-11.14	4.5708	0.492
20.63	0.015252	-10.831	4.5708	0.492
20.64	0.015037	-10.526	4.5708	0.492
20.65	0.014822	-10.22	4.5708	0.492
20.66	0.014608	-9.917	4.5708	0.492
20.67	0.014393	-9.6082	4.5708	0.492
20.68	0.014178	-9.3039	4.5708	0.492
20.69	0.013964	-8.9982	4.5708	0.492
20.7	0.013749	-8.6949	4.4829	0.492
20.71	0.013534	-8.3898	4.4829	0.492
20.72	0.01332	-8.088	4.4829	0.492
20.73	0.013105	-7.7839	4.4829	0.492
20.74	0.01289	-7.4818	4.4829	0.492
20.75	0.012676	-7.174	4.395	0.3831
20.76	0.012499	-6.8697	4.395	0.3831
20.77	0.012323	-6.5641	4.395	0.3831
20.78	0.012146	-6.2576	4.395	0.3831
20.79	0.01197	-5.9536	4.395	0.3831
20.8	0.011793	-5.652	4.3071	0.3831
20.81	0.011616	-5.3479	4.3071	0.3831
20.82	0.01144	-5.0456	4.3071	0.3831
20.83	0.011263	-4.7411	4.3071	0.3831
20.84	0.011087	-4.4397	4.3071	0.3831
20.85	0.01091	-4.1357	4.2192	0.3831
20.86	0.010734	-3.8338	4.2192	0.3831
20.87	0.010557	-3.5335	4.2192	0.3831
20.88	0.010381	-3.2331	4.2192	0.3831
20.89	0.010204	-2.9329	4.1313	0.3831
20.9	0.010028	-2.6341	4.1313	0.3831
20.91	0.009851	-2.3316	4.1313	0.3831
20.92	0.0096744	-2.0306	4.1313	0.3831
20.93	0.0094979	-1.7308	4.1313	0.3831
20.94	0.0093213	-1.4307	4.1313	0.3831
20.95	0.0091448	-1.1307	4.0434	0.3831
20.96	0.0089682	-0.83196	4.0434	0.3831
20.97	0.0087917	-0.52957	4.0434	0.3831
20.98	0.0086151	-0.23147	4.0434	0.3831
20.99	0.0084386	0.06658	4.0434	0.3831
21	0.008262	0.36856	4.0434	0.3831
21.01	0.008118	0.66527	4.0434	0.3831
21.02	0.007974	0.9629	4.0434	0.3831
21.03	0.00783	1.2617	4.0434	0.3831
21.04	0.007686	1.5602	4.0434	0.3831
21.05	0.007542	1.8549	4.0434	0.3831
21.06	0.007398	2.1549	4.0434	0.3831
21.07	0.007254	2.4544	4.0434	0.3831
21.08	0.0071099	2.7504	4.0434	0.3831
21.09	0.0069659	3.048	4.0434	0.2742
21.1	0.0068219	3.3453	4.0434	0.2742
21.11	0.0066779	3.6433	4.0434	0.2742
21.12	0.0065339	3.9424	4.0434	0.2742
21.13	0.0063899	4.241	4.0434	0.2742
21.14	0.0062459	4.5357	4.0434	0.2742
21.15	0.0061019	4.8322	4.0434	0.2742
21.16	0.0059579	5.1264	4.0434	0.2742
21.17	0.0058139	5.4185	4.1313	0.2742
21.18	0.0056699	5.7134	4.1313	0.2742
21.19	0.0055258	6.0096	4.1313	0.2742
21.2	0.0053818	6.3032	4.1313	0.2742
21.21	0.0052378	6.5993	4.1313	0.2742
21.22	0.0050938	6.8966	4.1313	0.2742
21.23	0.0049498	7.1869	4.1313	0.2742
21.24	0.0048058	7.4811	4.1313	0.2742
21.25	0.0046618	7.7773	4.1313	0.2742
21.26	0.0045481	8.0713	4.2192	0.2742
21.27	0.0044344	8.3633	4.2192	0.2742
21.28	0.0043207	8.6582	4.2192	0.2742
21.29	0.004207	8.947	4.2192	0.2742
21.3	0.0040933	9.2404	4.2192	0.2742
21.31	0.0039795	9.5292	4.2192	0.2742
21.32	0.0038658	9.8181	4.2192	0.2742
21.33	0.0037521	10.111	4.2192	0.2742
21.34	0.0036384	10.403	4.2192	0.2742
21.35	0.0035247	10.694	4.2192	0.2742
21.36	0.003411	10.988	4.2192	0.2742
21.37	0.0032973	11.278	4.1313	0.2742
21.38	0.0031836	11.567	4.2192	0.2742
21.39	0.0030699	11.857	4.1313	0.2742
21.4	0.0029562	12.143	4.1313	0.2742
21.41	0.0028425	12.431	4.1313	0.2742
21.42	0.0027288	12.719	4.1313	0.2742
21.43	0.002615	13.009	4.1313	0.2742
21.44	0.0025013	13.295	4.1313	0.2742
21.45	0.0023876	13.582	4.1313	0.2742
21.46	0.0022739	13.867	4.0434	0.2742
21.47	0.0021602	14.158	4.0434	0.2742
21.48	0.0020465	14.444	4.0434	0.2742
21.49	0.0019328	14.733	4.0434	0.2742
21.5	0.0018191	15.018	3.9555	0.2742
21.51	0.0017337	15.305	3.9555	0.2742
21.52	0.0016483	15.594	3.9555	0.2742
21.53	0.0015629	15.88	3.8676	0.2742
21.54	0.0014776	16.163	3.8676	0.2742
21.55	0.0013922	16.449	3.8676	0.2742
21.56	0.0013068	16.733	3.8676	0.2742
21.57	0.0012214	17.02	3.7797	0.2742
21.58	0.001136	17.301	3.7797	0.2742
21.59	0.0010506	17.589	3.7797	0.2742
21.6	0.00096524	17.874	3.6918	0.2742
21.61	0.00087985	18.159	3.6918	0.2742
21.62	0.00079447	18.442	3.6918	0.2742
21.63	0.00070908	18.727	3.6039	0.2742
21.64	0.0006237	19.011	3.6039	0.2742
21.65	0.00053831	19.294	3.516	0.2742
21.66	0.00045293	19.576	3.516	0.2742
21.67	0.00036754	19.862	3.516	0.2742
21.68	0.00028216	20.145	3.4281	0.2742
21.69	0.00019677	20.428	3.4281	0.2742
21.7	0.00011138	20.713	3.3402	0.2742
21.71	2.5999e-05	20.994	3.3402	0.2742
21.72	-5.9387e-05	21.278	3.3402	0.2742
21.73	-0.00014477	21.561	3.2523	0.2742
21.74	-0.00023016	21.844	3.2523	0.2742
21.75	-0.00031554	22.126	3.1644	0.2742
21.76	-0.00037649	22.404	3.1644	0.2742
21.77	-0.00043743	22.686	3.1644	0.2742
21.78	-0.00049838	22.969	3.0765	0.2742
21.79	-0.00055932	23.251	3.0765	0.2742
21.8	-0.00062027	23.532	3.0765	0.2742
21.81	-0.00068121	23.81	2.9886	0.2742
21.82	-0.00074216	24.093	2.9886	0.2742
21.83	-0.0008031	24.375	2.9886	0.2742
21.84	-0.00086405	24.657	2.9007	0.2742
21.85	-0.00092499	24.939	2.9007	0.2742
21.86	-0.00098594	25.217	2.9007	0.2742
21.87	-0.0010469	25.496	2.8128	0.2742
21.88	-0.0011078	25.776	2.8128	0.2742
21.89	-0.0011688	26.056	2.8128	0.2742
21.9	-0.0012297	26.341	2.8128	0.2742
21.91	-0.0012907	26.617	2.7249	0.2742
21.92	-0.0013516	26.895	2.7249	0.2742
21.93	-0.0014126	27.178	2.7249	0.2742
21.94	-0.0014735	27.453	2.7249	0.2742
21.95	-0.0015344	27.73	2.7249	0.2742
21.96	-0.0015954	28.013	2.7249	0.2742
21.97	-0.0016563	28.292	2.7249	0.2742
21.98	-0.0017173	28.571	2.7249	0.2742
21.99	-0.0017782	28.851	2.637	0.2742
22	-0.0018392	29.129	2.637	0.2742
22.01	-0.0018805	29.404	2.637	0.2742
22.02	-0.0019217	29.685	2.637	0.2742
22.03	-0.001963	29.963	2.637	0.2742
22.04	-0.0020043	30.238	2.637	0.2742
22.05	-0.0020456	30.52	2.637	0.2742
22.06	-0.0020869	30.798	2.637	0.2742
22.07	-0.0021282	31.078	2.637	0.2742
22.08	-0.0021695	31.358	2.637	0.2742
22.09	-0.0022107	31.635	2.637	0.2742
22.1	-0.002252	31.914	2.637	0.2742
22.11	-0.0022933	32.193	2.637	0.2742
22.12	-0.0023346	32.47	2.637	0.2742
22.13	-0.0023759	32.749	2.637	0.1653
22.14	-0.0024172	33.029	2.637	0.1653
22.15	-0.0024585	33.305	2.637	0.1653
22.16	-0.0024998	33.584	2.637	0.1653
22.17	-0.002541	33.86	2.637	0.1653
22.18	-0.0025823	34.138	2.637	0.1653
22.19	-0.0026236	34.413	2.637	0.1653
22.2	-0.0026649	34.691	2.637	0.1653
22.21	-0.0027062	34.971	2.637	0.1653
22.22	-0.0027475	35.244	2.637	0.1653
22.23	-0.0027888	35.524	2.637	0.1653
22.24	-0.00283	35.801	2.637	0.1653
22.25	-0.0028713	36.076	2.637	0.1653
22.26	-0.002897	36.357	2.637	0.1653
22.27	-0.0029226	36.635	2.637	0.1653
22.28	-0.0029483	36.91	2.637	0.1653
22.29	-0.0029739	37.184	2.637	0.1653
22.3	-0.0029995	37.461	2.637	0.1653
22.31	-0.0030252	37.741	2.637	0.1653
22.32	-0.0030508	38.013	2.637	0.1653
22.33	-0.0030765	38.288	2.637	0.1653
22.34	-0.0031021	38.567	2.637	0.1653
22.35	-0.0031278	38.843	2.637	0.1653
22.36	-0.0031534	39.121	2.637	0.1653
22.37	-0.003179	39.401	2.5491	0.1653
22.38	-0.0032047	39.674	2.5491	0.1653
22.39	-0.0032303	39.95	2.5491	0.1653
22.4	-0.003256	40.232	2.5491	0.1653
22.41	-0.0032816	40.507	2.5491	0.1653
22.42	-0.0033072	40.784	2.5491	0.1653
22.43	-0.0033329	41.06	2.4612	0.1653
22.44	-0.0033585	41.338	2.4612	0.1653
22.45	-0.0033842	41.613	2.4612	0.1653
22.46	-0.0034098	41.887	2.4612	0.1653
22.47	-0.0034354	42.164	2.4612	0.1653
22.48	-0.0034611	42.44	2.3733	0.1653
22.49	-0.0034867	42.714	2.3733	0.1653
22.5	-0.0035124	42.987	2.3733	0.1653
22.51	-0.0035254	43.264	2.3733	0.1653
22.52	-0.0035383	43.539	2.2854	0.1653
22.53	-0.0035513	43.816	2.2854	0.1653
22.54	-0.0035643	44.095	2.2854	0.1653
22.55	-0.0035773	44.372	2.1975	0.1653
22.56	-0.0035903	44.647	2.1975	0.1653
22.57	-0.0036033	44.92	2.1975	0.1653
22.58	-0.0036163	45.197	2.1096	0.1653
22.59	-0.0036292	45.472	2.1096	0.1653
22.6	-0.0036422	45.747	2.1096	0.1653
22.61	-0.0036552	46.027	2.1096	0.1653
22.62	-0.0036682	46.3	2.0217	0.1653
22.63	-0.0036812	46.577	2.0217	0.1653
22.64	-0.0036942	46.852	2.0217	0.1653
22.65	-0.0037072	47.125	2.0217	0.1653
22.66	-0.0037202	47.403	1.9338	0.1653
22.67	-0.0037331	47.678	1.9338	0.1653
22.68	-0.0037461	47.955	1.9338	0.1653
22.69	-0.0037591	48.235	1.8459	0.1653
22.7	-0.0037721	48.508	1.8459	0.1653
22.71	-0.0037851	48.784	1.8459	0.1653
22.72	-0.0037981	49.06	1.8459	0.1653
22.73	-0.0038111	49.337	1.758	0.1653
22.74	-0.003824	49.612	1.758	0.1653
22.75	-0.003837	49.886	1.758	0.0564
22.76	-0.00384	50.163	1.758	0.0564
22.77	-0.003843	50.442	1.758	0.0564
22.78	-0.0038459	50.718	1.6701	0.0564
22.79	-0.0038489	50.996	1.6701	0.0564
22.8	-0.0038518	51.273	1.6701	0.0564
22.81	-0.0038548	51.547	1.6701	0.0564
22.82	-0.0038578	51.828	1.6701	0.0564
22.83	-0.0038607	52.106	1.6701	0.0564
22.84	-0.0038637	52.381	1.6701	0.0564
22.85	-0.0038666	52.658	1.5822	0.0564
22.86	-0.0038696	52.938	1.5822	0.0564
22.87	-0.0038726	53.211	1.5822	0.0564
22.88	-0.0038755	53.487	1.5822	0.0564
22.89	-0.0038785	53.769	1.5822	0.0564
22.9	-0.0038814	54.044	1.5822	0.0564
22.91	-0.0038844	54.321	1.5822	0.0564
22.92	-0.0038874	54.603	1.5822	0.0564
22.93	-0.0038903	54.878	1.5822	0.0564
22.94	-0.0038933	55.155	1.4943	-0.0525
22.95	-0.0038962	55.431	1.4943	-0.0525
22.96	-0.0038992	55.709	1.4943	-0.0525
22.97	-0.0039022	55.988	1.4943	-0.0525
22.98	-0.0039051	56.265	1.4943	-0.0525
22.99	-0.0039081	56.543	1.4943	-0.0525
23	-0.0039111	56.819	1.4943	-0.0525
23.01	-0.0039066	57.101	1.4943	-0.0525
23.02	-0.0039021	57.379	1.4943	-0.0525
23.03	-0.0038977	57.655	1.4943	-0.0525
23.04	-0.0038932	57.936	1.4943	-0.0525
23.05	-0.0038887	58.214	1.4943	-0.0525
23.06	-0.0038843	58.49	1.4943	-0.0525
23.07	-0.0038798	58.771	1.4943	-0.0525
23.08	-0.0038753	59.049	1.4943	-0.0525
23.09	-0.0038709	59.328	1.4943	-0.0525
23.1	-0.0038664	59.608	1.4943	-0.0525
23.11	-0.0038619	59.885	1.4943	-0.0525
23.12	-0.0038575	60.164	1.4943	-0.1614
23.13	-0.003853	60.443	1.4943	-0.1614
23.14	-0.0038485	60.721	1.4943	-0.1614
23.15	-0.0038441	60.999	1.4943	-0.1614
23.16	-0.0038396	61.279	1.4943	-0.1614
23.17	-0.0038351	61.559	1.4943	-0.1614
23.18	-0.0038307	61.84	1.5822	-0.1614
23.19	-0.0038262	62.121	1.5822	-0.1614
23.2	-0.0038217	62.399	1.5822	-0.1614
23.21	-0.0038173	62.678	1.5822	-0.1614
23.22	-0.0038128	62.958	1.5822	-0.1614
23.23	-0.0038083	63.238	1.5822	-0.1614
23.24	-0.0038039	63.516	1.5822	-0.1614
23.25	-0.0037994	63.795	1.6701	-0.1614
23.26	-0.0037899	64.074	1.6701	-0.1614
23.27	-0.0037803	64.358	1.6701	-0.1614
23.28	-0.0037708	64.634	1.758	-0.1614
23.29	-0.0037612	64.912	1.758	-0.1614
23.3	-0.0037517	65.195	1.758	-0.1614
23.31	-0.0037421	65.473	1.758	-0.1614
23.32	-0.0037326	65.752	1.8459	-0.1614
23.33	-0.003723	66.033	1.8459	-0.1614
23.34	-0.0037135	66.31	1.8459	-0.1614
23.35	-0.0037039	66.593	1.8459	-0.1614
23.36	-0.0036943	66.871	1.8459	-0.1614
23.37	-0.0036848	67.147	1.9338	-0.1614
23.38	-0.0036752	67.429	1.9338	-0.1614
23.39	-0.0036657	67.711	1.9338	-0.1614
23.4	-0.0036561	67.988	1.9338	-0.1614
23.41	-0.0036466	68.267	1.9338	-0.1614
23.42	-0.003637	68.548	1.9338	-0.1614
23.43	-0.0036275	68.829	2.0217	-0.1614
23.44	-0.0036179	69.11	2.0217	-0.1614
23.45	-0.0036084	69.387	2.0217	-0.2703
23.46	-0.0035988	69.666	2.0217	-0.2703
23.47	-0.0035893	69.946	2.0217	-0.2703
23.48	-0.0035797	70.223	2.0217	-0.2703
23.49	-0.0035702	70.505	2.0217	-0.2703
23.5	-0.0035606	70.783	2.1096	-0.2703
23.51	-0.0035478	71.062	2.1096	-0.2703
